BOARD;CHANNEL;TIMETAG;ENERGY;ENERGYSHORT;FLAGS
0;3;278043061519999;240;702;0x4000
0;3;278046217701999;1940;2293;0x4000
0;3;278064889229998;2423;2759;0x4000
0;3;278071316451998;4081;4289;0x4000
0;3;278140375433998;5484;5465;0x4000
0;3;278238937791999;706;1134;0x4000
0;3;278260452677998;3058;3274;0x4000
0;3;278300769263998;6399;6310;0x4000
0;3;278381070719998;1316;1703;0x4000
0;3;278390087677999;1251;1645;0x4000
0;3;278558027581998;6224;6157;0x4000
0;3;278609718539999;6425;6346;0x4000
0;3;278645087013998;6390;6306;0x4000
0;3;278649756707998;5510;5521;0x4000
0;3;278722435459998;8139;7797;0x4000
0;3;278733349763998;10532;9869;0x4000
0;3;278753315393998;2276;2602;0x4000
0;3;278753441157999;2938;3217;0x4000
0;3;278781596103999;4408;4536;0x4000
0;3;278858118775999;12524;11532;0x4000
0;3;278867057795998;1207;1609;0x4000
0;3;278889015919998;5129;5190;0x4000
0;3;278901103893999;15862;14194;0x4000
0;3;278918547111999;16383;325;0x4080
0;3;278950519679998;4214;4367;0x4000
0;3;278955954791998;2586;2902;0x4000
0;3;278962323133998;1308;1687;0x4000
0;3;279070475117998;2399;2742;0x4000
0;3;279072851605998;6236;6137;0x4000
0;3;279092828063999;11085;10239;0x4000
0;3;279177569555999;3216;3512;0x4000
0;3;279237653991998;839;1252;0x4000
0;3;279247484743999;2699;3016;0x4000
0;3;279353179199998;2597;2920;0x4000
0;3;279396405231998;972;1343;0x4000
0;3;279423639455999;532;959;0x4000
0;3;279425215753999;16383;16136;0x4080
0;3;279433680541998;3111;3386;0x4000
0;3;279438913719999;16383;16383;0x4080
0;3;279515963887998;5539;5559;0x4000
0;3;279654051663999;2486;2820;0x4000
0;3;279723563639999;2885;3188;0x4000
0;3;279725955587998;3664;3870;0x4000
0;3;279746381439998;4203;4340;0x4000
0;3;279809049183999;2316;2657;0x4000
0;3;279884740955998;10292;9665;0x4000
0;3;279907718573999;2615;2935;0x4000
0;3;279951132615998;930;1310;0x4000
0;3;279952307335999;15829;14200;0x4000
0;3;279960631343998;713;1137;0x4000
0;3;279966646357999;517;950;0x4000
0;3;280019925171999;6451;6362;0x4000
0;3;280061638393998;5115;5170;0x4000
0;3;280064076435998;16383;214;0x4080
0;3;280356853809999;2726;3048;0x4000
0;3;280364898293999;2195;2514;0x4000
0;3;280372357689999;4197;4406;0x4000
0;3;280407648249998;9157;8645;0x4000
0;3;280443048729999;12318;11264;0x4000
0;3;280463970321999;4112;4310;0x4000
0;3;280479250063998;375;806;0x4000
0;3;280483310599999;1485;1876;0x4000
0;3;280552655759998;175;641;0x4000
0;3;280597357539998;7206;7018;0x4000
0;3;280686546057999;4511;4624;0x4000
0;3;280709172511999;6736;6618;0x4000
0;3;280716220207998;2941;3241;0x4000
0;3;280726626207999;415;854;0x4000
0;3;280759910163999;3214;3487;0x4000
0;3;280779142293998;8874;8392;0x4000
0;3;280834356317999;746;1136;0x4000
0;3;280841442213999;1661;2044;0x4000
0;3;280842024059998;5558;5591;0x4000
0;3;280856489949998;509;946;0x4000
0;3;280860761261999;7985;7674;0x4000
0;3;280873346541998;214;668;0x4000
0;3;280880047291999;2024;2384;0x4000
0;3;280884972973998;9788;9125;0x4000
0;3;280887688745999;7006;6823;0x4000
0;3;280998950615998;824;1241;0x4000
0;3;281048491201999;2950;3245;0x4000
0;3;281048801991998;11898;11016;0x4000
0;3;281050417607998;3068;3343;0x4000
0;3;281140955893998;16383;475;0x4080
0;3;281158645813999;1956;2313;0x4000
0;3;281239928199998;1164;1544;0x4000
0;3;281251091357999;4733;4852;0x4000
0;3;281275018895998;4127;4327;0x4000
0;3;281343978085999;2456;2783;0x4000
0;3;281379715079998;3447;3684;0x4000
0;3;281383586835998;3272;3502;0x4000
0;3;281412205071999;700;1139;0x4000
0;3;281452438691998;6603;6493;0x4000
0;3;281562189395999;2864;3141;0x4000
0;3;281675149227999;4097;4310;0x4000
0;3;281773353775998;16383;43;0x4080
0;3;281777491029999;862;1265;0x4000
0;3;281779241069998;1176;1570;0x4000
0;3;281813395027999;6344;6264;0x4000
0;3;281854142759998;1189;1603;0x4000
0;3;281878812205998;1505;1891;0x4000
0;3;281891712919998;2249;2592;0x4000
0;3;282011084255999;13407;12169;0x4000
0;3;282026505707999;1513;1887;0x4000
0;3;282047700007998;343;792;0x4000
0;3;282054639389998;1708;2081;0x4000
0;3;282117255559998;4534;4614;0x4000
0;3;282171317047998;1763;2113;0x4000
0;3;282246131011998;3339;3558;0x4000
0;3;282265597165998;2865;3160;0x4000
0;3;282302901115998;706;1153;0x4000
0;3;282358295585998;7507;7263;0x4000
0;3;282409853329999;2059;2421;0x4000
0;3;282412246939998;1605;1994;0x4000
0;3;282440052503998;7893;7534;0x4000
0;3;282543950261998;11210;10303;0x4000
0;3;282561742205999;4158;4342;0x4000
0;3;282657729559998;2988;3230;0x4000
0;3;282716096093998;1754;2146;0x4000
0;3;282736876079998;26;503;0x4000
0;3;282787469423998;374;837;0x4000
0;3;282844333319999;1653;2039;0x4000
0;3;282847300349999;1021;1436;0x4000
0;3;282849086295999;3209;3455;0x4000
0;3;282882085585998;9853;9257;0x4000
0;3;282921418771998;1493;1898;0x4000
0;3;282938957181998;16383;371;0x4080
0;3;283054709255998;1332;1719;0x4000
0;3;283078588199998;2560;2875;0x4000
0;3;283078703901998;16383;15701;0x4080
0;3;283183838995999;16383;16383;0x4480
0;3;283230655443999;10275;9606;0x4000
0;3;283236459949999;16383;16383;0x4480
0;3;283342564119998;18;473;0x4000
0;3;283481929015998;16383;447;0x4080
0;3;283512493231998;16383;16383;0x4480
0;3;283685347949999;288;723;0x4000
0;3;283689384255999;16383;224;0x4080
0;3;283748035883999;9650;9077;0x4000
0;3;283782941183999;218;672;0x4000
0;3;283893074719999;360;810;0x4000
0;3;283942909325998;1463;1871;0x4000
0;3;283970293617999;16383;16383;0x4480
0;3;283990502213998;1409;1787;0x4000
0;3;284014274783998;16383;16383;0x4480
0;3;284099534285999;1429;1823;0x4000
0;3;284125037669998;4293;4480;0x4000
0;3;284143425527999;246;675;0x4000
0;3;284272535103998;1292;1650;0x4000
0;3;284302716463999;1278;1686;0x4000
0;3;284329055685999;7448;7230;0x4000
0;3;284332400159998;16383;16383;0x4480
0;3;284465817593998;9815;9202;0x4000
0;3;284484504373998;828;1267;0x4000
0;3;284487822047999;91;551;0x4000
0;3;284519653095999;251;690;0x4000
0;3;284690995967998;1927;2285;0x4000
0;3;284722435769998;3570;3745;0x4000
0;3;284749037079937;16383;16383;0x4480
0;3;284755279641999;16383;16257;0x4080
0;3;284760038501998;1557;1920;0x4000
0;3;284789052295998;2873;3188;0x4000
0;3;284795983623999;9483;8914;0x4000
0;3;284798736317998;1654;2034;0x4000
0;3;284808253591999;16383;58;0x4080
0;3;284832195299998;624;1038;0x4000
0;3;284889302039999;1148;1564;0x4000
0;3;284899922453999;990;1397;0x4000
0;3;284904277319998;5942;5919;0x4000
0;3;284910642389998;16383;16383;0x4480
0;3;285073497989998;339;770;0x4000
0;3;285090459109998;4635;4718;0x4000
0;3;285109333143998;2409;2730;0x4000
0;3;285126566557998;3285;3536;0x4000
0;3;285127721979998;16383;16383;0x4480
0;3;285144150019999;14869;13408;0x4000
0;3;285149134647999;96;551;0x4000
0;3;285202262915998;9597;9038;0x4000
0;3;285250205533998;6185;6098;0x4000
0;3;285265317543998;3154;3450;0x4000
0;3;285272580875999;7272;7141;0x4000
0;3;285273979917999;3213;3461;0x4000
0;3;285288803631998;5471;5486;0x4000
0;3;285311870075998;5598;5630;0x4000
0;3;285339126019998;3758;3972;0x4000
0;3;285474479287999;883;1279;0x4000
0;3;285488203609998;6188;6145;0x4000
0;3;285494142491998;3168;3448;0x4000
0;3;285501379047999;5045;5241;0x4000
0;3;285516567839999;1638;1981;0x4000
0;3;285555010229999;10548;9800;0x4000
0;3;285585189497998;16383;16383;0x4480
0;3;285678635983998;6689;6557;0x4000
0;3;285686812595999;2581;2894;0x4000
0;3;285696179823999;3554;3796;0x4000
0;3;285745456007998;6996;6819;0x4000
0;3;285757041323999;566;1011;0x4000
0;3;285809759895998;2336;2643;0x4000
0;3;285835973823999;1923;2296;0x4000
0;3;285862803197998;9678;9117;0x4000
0;3;285886000381998;5301;5337;0x4000
0;3;285908452213998;9387;8892;0x4000
0;3;285920644869999;61;503;0x4000
0;3;285943653239999;117;583;0x4000
0;3;285944079479998;348;807;0x4000
0;3;285948945599998;2645;3005;0x4000
0;3;285970751885530;16383;16383;0x4480
0;3;286102781743998;1173;1570;0x4000
0;3;286103972347999;16383;459;0x4080
0;3;286116414751999;4975;5002;0x4000
0;3;286132804233998;826;1235;0x4000
0;3;286235974359999;2369;2683;0x4000
0;3;286260283183998;16383;16383;0x4480
0;3;286292599439999;1809;2169;0x4000
0;3;286306246119999;16383;16383;0x4480
0;3;286313019703999;2957;3226;0x4000
0;3;286431656055998;6294;6210;0x4000
0;3;286529204349999;797;1198;0x4000
0;3;286560574049999;3046;3331;0x4000
0;3;286590983279999;5681;5716;0x4000
0;3;286629834191999;605;1025;0x4000
0;3;286674866589999;10374;9682;0x4000
0;3;286719428311998;345;802;0x4000
0;3;286725051301998;3100;3377;0x4000
0;3;286735392487999;749;1173;0x4000
0;3;286850967505998;1849;2212;0x4000
0;3;286940563983999;16383;16383;0x4480
0;3;286943051661998;8198;7861;0x4000
0;3;287040890953998;1071;1482;0x4000
0;3;287047394879999;3898;4069;0x4000
0;3;287091183879999;7305;7077;0x4000
0;3;287228670089999;12212;11211;0x4000
0;3;287253513999999;131;595;0x4000
0;3;287326998755999;9350;8859;0x4000
0;3;287361864647998;2129;2482;0x4000
0;3;287363287229999;1439;1820;0x4000
0;3;287426414771999;392;798;0x4000
0;3;287501143729999;1709;2093;0x4000
0;3;287524274661998;1158;1555;0x4000
0;3;287648075957999;3252;3535;0x4000
0;3;287708382171998;804;1233;0x4000
0;3;287757488007998;2325;2658;0x4000
0;3;287764540591998;354;795;0x4000
0;3;287775174151999;2352;2684;0x4000
0;3;287800239723998;13831;12554;0x4000
0;3;287808837581999;16383;16383;0x4480
0;3;287843479317998;2984;3270;0x4000
0;3;287861228039999;242;683;0x4000
0;3;287897301773998;5457;5455;0x4000
0;3;287929765779999;3405;3673;0x4000
0;3;287931414997999;665;1087;0x4000
0;3;287997942379999;5836;5825;0x4000
0;3;288043811095998;500;943;0x4000
0;3;288059465443999;1364;1743;0x4000
0;3;288118367269999;3044;3310;0x4000
0;3;288128685615998;4698;4799;0x4000
0;3;288137740431998;838;1253;0x4000
0;3;288140773201873;16383;16383;0x4480
0;3;288144041759998;120;594;0x4000
0;3;288175237773998;7809;7550;0x4000
0;3;288202360787999;16383;16383;0x4480
0;3;288290656159998;930;1359;0x4000
0;3;288311978031998;6362;6203;0x4000
0;3;288336141709998;3841;4053;0x4000
0;3;288369997213999;6747;6648;0x4000
0;3;288463051385998;207;680;0x4000
0;3;288467882331999;8662;8248;0x4000
0;3;288490518347999;16383;16383;0x4480
0;3;288531765389999;5208;5266;0x4000
0;3;288545381087998;5064;5126;0x4000
0;3;288618740383998;793;1234;0x4000
0;3;288644471037999;16383;419;0x4080
0;3;288722599117998;4157;4319;0x4000
0;3;288746078147999;1772;2130;0x4000
0;3;288778125943998;16383;16023;0x4080
0;3;288890242199999;9078;8611;0x4000
0;3;288914896569999;6116;6064;0x4000
0;3;288914997549998;8042;7710;0x4000
0;3;288923562911998;2437;2784;0x4000
0;3;289047839661999;2063;2429;0x4000
0;3;289053470863999;16383;2;0x4080
0;3;289075701291998;1210;1579;0x4000
0;3;289137249667999;3286;3554;0x4000
0;3;289144405573999;3950;4148;0x4000
0;3;289188138123999;10729;9940;0x4000
0;3;289224824895999;818;1225;0x4000
0;3;289261835327998;1172;1570;0x4000
0;3;289290567503998;1509;1866;0x4000
0;3;289317116887998;16383;348;0x4080
0;3;289319269157999;775;1190;0x4000
0;3;289326942999998;1693;2076;0x4000
0;3;289371649317999;1694;2078;0x4000
0;3;289437201421999;6587;6471;0x4000
0;3;289472279191998;16383;16383;0x4480
0;3;289478923919999;2439;2769;0x4000
0;3;289527731711998;2419;2737;0x4000
0;3;289544655231998;559;998;0x4000
0;3;289712121407999;2245;2578;0x4000
0;3;289714836541999;2476;2803;0x4000
0;3;289791675903998;2052;2405;0x4000
0;3;289861427159998;16383;16383;0x4080
0;3;289922392863999;9379;8883;0x4000
0;3;289998383159998;16383;16383;0x4480
0;3;290114637775998;3554;3787;0x4000
0;3;290255580431998;2193;2516;0x4000
0;3;290269334147999;6484;6416;0x4000
0;3;290282080433999;3234;3514;0x4000
0;3;290294984153998;6040;6019;0x4000
0;3;290364239039998;1230;1646;0x4000
0;3;290397408735999;1028;1440;0x4000
0;3;290563276551998;775;1202;0x4000
0;3;290594739695998;394;806;0x4000
0;3;290599933501999;6002;5959;0x4000
0;3;290746784947999;4601;4699;0x4000
0;3;290765533791998;1089;1519;0x4000
0;3;290819685467999;646;1079;0x4000
0;3;290901239143998;685;1100;0x4000
0;3;290966037817998;2803;3185;0x4000
0;3;290981890077999;9537;8958;0x4000
0;3;291039443191999;6011;5961;0x4000
0;3;291057237623999;16383;387;0x4080
0;3;291066369335999;48;502;0x4000
0;3;291091782067998;555;1006;0x4000
0;3;291111449899998;5693;5697;0x4000
0;3;291134305427998;406;852;0x4000
0;3;291178913639998;1811;2189;0x4000
0;3;291198662581998;200;658;0x4000
0;3;291316652317999;295;731;0x4000
0;3;291327173623998;4664;4783;0x4000
0;3;291401006461998;9172;8694;0x4000
0;3;291405613591998;7217;6971;0x4000
0;3;291456303327998;924;1302;0x4000
0;3;291518585311999;853;1297;0x4000
0;3;291856932279998;6648;6534;0x4000
0;3;291945746213998;5524;5578;0x4000
0;3;291949271679998;809;1230;0x4000
0;3;292102242471998;4358;4516;0x4000
0;3;292198049621998;4894;4982;0x4000
0;3;292299706751998;507;931;0x4000
0;3;292351961671998;747;1183;0x4000
0;3;292388229067999;9833;9232;0x4000
0;3;292559527429998;3463;3706;0x4000
0;3;292580917877999;8836;8429;0x4000
0;3;292589751807999;2259;2597;0x4000
0;3;292593066139998;1385;1759;0x4000
0;3;292737332183998;1011;1470;0x4000
0;3;292738386203999;671;1075;0x4000
0;3;292794509883998;5846;5840;0x4000
0;3;292878156199998;1381;1767;0x4000
0;3;292881845503998;1791;2136;0x4000
0;3;292889110637998;4172;4349;0x4000
0;3;292974552293999;7282;7077;0x4000
0;3;293054850607999;4202;4397;0x4000
0;3;293097306887998;5371;5401;0x4000
0;3;293139417383999;2075;2395;0x4000
0;3;293165110325998;543;959;0x4000
0;3;293196486245999;469;904;0x4000
0;3;293205149951999;1987;2321;0x4000
0;3;293246351409998;1727;2078;0x4000
0;3;293253779335999;2318;2636;0x4000
0;3;293316463749998;407;836;0x4000
0;3;293320239965998;2218;2587;0x4000
0;3;293336067719998;5245;5326;0x4000
0;3;293385925973999;10422;9720;0x4000
0;3;293395976575998;35;494;0x4000
0;3;293453144589999;1631;2023;0x4000
0;3;293495875133998;3789;4009;0x4000
0;3;293511820191999;5173;5235;0x4000
0;3;293673614231998;6159;6088;0x4000
0;3;293761578485999;483;917;0x4000
0;3;293837872959998;1267;1660;0x4000
0;3;293902980711998;16383;324;0x4080
0;3;293921135951998;773;1175;0x4000
0;3;293928701669999;9007;8565;0x4000
0;3;293946215499999;16383;295;0x4080
0;3;293986010013999;4961;5047;0x4000
0;3;293988583375999;5078;5161;0x4000
0;3;294000614863999;3884;4089;0x4000
0;3;294002936173999;16383;98;0x4080
0;3;294046546089998;4539;4659;0x4000
0;3;294111487727999;1971;2317;0x4000
0;3;294115174871998;16383;357;0x4080
0;3;294152483927998;2236;2609;0x4000
0;3;294194316101999;703;1139;0x4000
0;3;294311623823999;1653;2001;0x4000
0;3;294323091015998;4292;4450;0x4000
0;3;294384669975998;1271;1695;0x4000
0;3;294449493265999;1801;2159;0x4000
0;3;294540973079998;2245;2596;0x4000
0;3;294597922143999;8447;8023;0x4000
0;3;294625384263999;16383;413;0x4080
0;3;294635664471998;8355;8009;0x4000
0;3;294650827775998;4048;4220;0x4000
0;3;294696808221935;16383;16383;0x4480
0;3;294748426285998;5204;5259;0x4000
0;3;294780596575999;5093;5164;0x4000
0;3;294818927105998;4052;4229;0x4000
0;3;294837370993998;4818;4916;0x4000
0;3;295073400519998;142;589;0x4000
0;3;295116342451999;3391;3647;0x4000
0;3;295141259375998;3261;3526;0x4000
0;3;295210297533998;9320;8790;0x4000
0;3;295211780887998;16383;16383;0x4480
0;3;295272117763999;7820;7525;0x4000
0;3;295371360325998;803;1223;0x4000
0;3;295374550295999;5120;5199;0x4000
0;3;295461998343998;539;985;0x4000
0;3;295493187271999;2136;2487;0x4000
0;3;295556396163999;3401;3632;0x4000
0;3;295569713361998;16383;16383;0x4080
0;3;295584965063999;88;553;0x4000
0;3;295602901027998;9049;8603;0x4000
0;3;295608244927998;2236;2578;0x4000
0;3;295704900773998;3399;3666;0x4000
0;3;295730541727998;44;542;0x4000
0;3;295780288411999;6857;6704;0x4000
0;3;295861465839998;16383;16383;0x4080
0;3;295871985711998;73;544;0x4000
0;3;296018856309999;8347;7999;0x4000
0;3;296120905741999;4186;4366;0x4000
0;3;296149575951998;1752;2142;0x4000
0;3;296159364227999;3621;3843;0x4000
0;3;296246263645998;2372;2706;0x4000
0;3;296270285327998;1798;2173;0x4000
0;3;296286632799999;1770;2149;0x4000
0;3;296309754471998;490;940;0x4000
0;3;296376163677998;6832;6690;0x4000
0;3;296504357205999;3500;3743;0x4000
0;3;296509846477998;1288;1633;0x4000
0;3;296628077261998;8381;8021;0x4000
0;3;296768428919998;233;703;0x4000
0;3;296790886751999;4062;4235;0x4000
0;3;296946594175998;2376;2687;0x4000
0;3;296968927293998;964;1401;0x4000
0;3;296980070543998;1150;1559;0x4000
0;3;296992572449998;2051;2410;0x4000
0;3;297043105503998;3430;3658;0x4000
0;3;297235121021999;8047;7629;0x4000
0;3;297258428787999;16383;15991;0x4080
0;3;297313482599999;2212;2567;0x4000
0;3;297316784413998;3699;3916;0x4000
0;3;297331314507998;16383;430;0x4080
0;3;297365525387999;2625;2948;0x4000
0;3;297397188647999;6533;6373;0x4000
0;3;297409111491998;1014;1398;0x4000
0;3;297450866663998;16383;297;0x4080
0;3;297469402367999;4282;4429;0x4000
0;3;297513429349748;16383;16383;0x4480
0;3;297544940997998;256;692;0x4000
0;3;297548321175999;4140;4309;0x4000
0;3;297675425757998;1855;2214;0x4000
0;3;297727207639999;1452;1859;0x4000
0;3;297733978673999;3213;3506;0x4000
0;3;297789281055999;1085;1470;0x4000
0;3;297886844863998;895;1299;0x4000
0;3;297909991743999;3305;3552;0x4000
0;3;297935539255998;2796;3087;0x4000
0;3;297971613519999;7134;6916;0x4000
0;3;298037300045998;16383;16383;0x4480
0;3;298056517135999;16383;401;0x4080
0;3;298094683781999;16383;16383;0x4480
0;3;298112260663999;2681;2977;0x4000
0;3;298198374657999;2343;2694;0x4000
0;3;298440316879999;9263;8750;0x4000
0;3;298474363783998;1117;1512;0x4000
0;3;298479738581998;289;751;0x4000
0;3;298486605555998;14236;12923;0x4000
0;3;298494102863998;4214;4376;0x4000
0;3;298528004301999;16383;337;0x4080
0;3;298535879585999;12189;11189;0x4000
0;3;298623031711999;8087;7751;0x4000
0;3;298687666639998;1362;1754;0x4000
0;3;298775195095999;8630;8228;0x4000
0;3;298982532893998;2276;2597;0x4000
0;3;298983493715999;4544;4663;0x4000
0;3;298991702367998;8552;8100;0x4000
0;3;299022608695998;149;600;0x4000
0;3;299086153989999;2736;3038;0x4000
0;3;299155714939998;624;1068;0x4000
0;3;299168369757999;4076;4282;0x4000
0;3;299277869355998;9449;8890;0x4000
0;3;299287343095998;11191;10352;0x4000
0;3;299323149693999;2773;3041;0x4000
0;3;299371153533998;2718;2994;0x4000
0;3;299377698959998;8526;8107;0x4000
0;3;299439320703998;5335;5342;0x4000
0;3;299530128733998;6403;6324;0x4000
0;3;299555399343999;7351;7127;0x4000
0;3;299583801429999;16383;250;0x4080
0;3;299591164405998;8833;8361;0x4000
0;3;299632937479999;10346;9655;0x4000
0;3;299666890525999;6221;6163;0x4100
0;3;299688055445999;2278;2621;0x4000
0;3;299710180359873;16383;16383;0x4480
0;3;299746287057998;5939;5909;0x4000
0;3;299766627487998;570;1008;0x4000
0;3;299767037695998;2936;3220;0x4000
0;3;299854782429998;16383;342;0x4080
0;3;299880565039999;3081;3318;0x4000
0;3;299938585511998;8293;7936;0x4000
0;3;299957361487999;2073;2410;0x4000
0;3;299993826455999;10974;10113;0x4000
0;3;300066384955999;3793;4022;0x4000
0;3;300068919757998;287;707;0x4000
0;3;300125330117999;9545;9041;0x4000
0;3;300135888575998;558;995;0x4000
0;3;300138325413999;1550;1911;0x4000
0;3;300141733165998;3050;3340;0x4000
0;3;300173330843999;9690;9072;0x4000
0;3;300185987119998;1621;2023;0x4000
0;3;300266566295999;2285;2612;0x4000
0;3;300344455127998;16383;116;0x4080
0;3;300360751711999;226;683;0x4000
0;3;300384159773999;16383;16383;0x4480
0;3;300409001703998;265;714;0x4000
0;3;300460086533999;2006;2348;0x4000
0;3;300495703815999;14817;13396;0x4000
0;3;300511396967999;3890;4060;0x4000
0;3;300555488879999;264;716;0x4000
0;3;300567063101999;1140;1559;0x4000
0;3;300601511663998;3228;3483;0x4000
0;3;300648927101998;2362;2676;0x4000
0;3;300693089565998;7324;7060;0x4000
0;3;300719589447998;6002;5963;0x4000
0;3;300855777655999;868;1277;0x4000
0;3;300910901847998;774;1227;0x4000
0;3;300945486829998;2825;3121;0x4000
0;3;300988476767999;6704;6574;0x4000
0;3;301055592493999;2982;3309;0x4000
0;3;301059306723999;14253;12921;0x4000
0;3;301251344447998;1123;1516;0x4000
0;3;301319189981999;2614;2905;0x4000
0;3;301400826471998;3302;3549;0x4000
0;3;301522303537999;2658;2972;0x4000
0;3;301548268435998;2552;2821;0x4000
0;3;301653706547999;6534;6428;0x4000
0;3;301724941207998;225;677;0x4000
0;3;301804187111998;2862;3168;0x4000
0;3;301843682099999;2110;2443;0x4000
0;3;301855384293999;2937;3226;0x4000
0;3;301930122781999;2814;3103;0x4000
0;3;301932091413998;3254;3500;0x4000
0;3;301945409023998;1805;2161;0x4000
0;3;301974857961999;4558;4693;0x4000
0;3;301990716517998;3508;3756;0x4000
0;3;301993986845998;2099;2453;0x4000
0;3;302006630917998;2824;3135;0x4000
0;3;302030956067998;868;1284;0x4000
0;3;302041743119999;5462;5488;0x4000
0;3;302076215459998;5196;5250;0x4000
0;3;302086666967999;2377;2709;0x4000
0;3;302134200149998;758;1182;0x4000
0;3;302148335943998;1048;1455;0x4000
0;3;302189367485999;16383;16383;0x4480
0;3;302439510263999;16383;16383;0x4480
0;3;302521567859998;4834;4927;0x4000
0;3;302566085643998;3683;3908;0x4000
0;3;302633367943999;6064;5988;0x4000
0;3;302714627063999;1749;2125;0x4000
0;3;302718219531999;1680;2053;0x4000
0;3;302759092197999;7208;7022;0x4000
0;3;302847404693998;1731;2097;0x4000
0;3;302967702997998;1982;2338;0x4000
0;3;303060522957998;1442;1836;0x4000
0;3;303200254849998;5382;5383;0x4000
0;3;303301069719998;1139;1550;0x4000
0;3;303328963181999;5181;5221;0x4000
0;3;303430252153998;6713;6596;0x4000
0;3;303444794245999;8809;8333;0x4000
0;3;303688794469999;795;1219;0x4000
0;3;303717260343999;16383;438;0x4080
0;3;303773324191998;6976;6812;0x4000
0;3;303783364239999;765;1160;0x4000
0;3;303792089581999;4488;4644;0x4000
0;3;303817906157999;16383;16383;0x4480
0;3;303837019791999;3450;3690;0x4000
0;3;303954996255999;8313;7966;0x4000
0;3;304078104339999;1524;1924;0x4000
0;3;304087510375998;2038;2380;0x4000
0;3;304163627625998;16383;264;0x4080
0;3;304184434111999;1900;2273;0x4000
0;3;304236617719999;5770;5750;0x4000
0;3;304270568045998;642;1005;0x4000
0;3;304280507271998;1647;2047;0x4000
0;3;304308665295193;16383;16383;0x4480
0;3;304333571669999;9714;9124;0x4000
0;3;304343868999998;6630;6480;0x4000
0;3;304415402731874;16383;16383;0x4480
0;3;304420142731999;10084;9452;0x4000
0;3;304475967431998;3396;3645;0x4000
0;3;304575926311998;1742;2092;0x4000
0;3;304615244129999;16383;16383;0x4480
0;3;304809730195999;2293;2598;0x4000
0;3;304832932879998;1272;1643;0x4000
0;3;304837211951999;6580;6460;0x4000
0;3;304874123827999;6905;6729;0x4000
0;3;304889610351998;1992;2356;0x4000
0;3;304890275741998;1026;1434;0x4000
0;3;304893671423998;1471;1854;0x4000
0;3;304965900183998;2284;2615;0x4000
0;3;305003837199999;3432;3692;0x4000
0;3;305036844219999;8210;7874;0x4000
0;3;305143536725999;8465;8072;0x4000
0;3;305169660301998;4728;4872;0x4000
0;3;305325246575999;612;1021;0x4000
0;3;305370773527998;576;997;0x4000
0;3;305411312345998;6847;6729;0x4000
0;3;305458631367998;16383;343;0x4080
0;3;305463886187999;1655;2039;0x4000
0;3;305491766639998;16383;16383;0x4480
0;3;305492567327998;4193;4364;0x4000
0;3;305565106609999;4230;4411;0x4000
0;3;305627447157998;1027;1440;0x4000
0;3;305630358143998;1544;1929;0x4000
0;3;305657088455999;7660;7366;0x4000
0;3;305658784915998;2053;2424;0x4000
0;3;305696295703999;2409;2728;0x4000
0;3;305702672789999;680;1104;0x4000
0;3;305772130543998;144;608;0x4000
0;3;305894572403999;16383;16383;0x4480
0;3;305923009797999;5405;5442;0x4000
0;3;305961484667999;1396;1808;0x4000
0;3;305986504503999;209;649;0x4000
0;3;306062049831999;812;1222;0x4000
0;3;306176664605998;5223;5259;0x4000
0;3;306186184039998;5957;5923;0x4000
0;3;306199790125999;29;493;0x4000
0;3;306274288133999;1545;1934;0x4000
0;3;306298938101999;420;858;0x4000
0;3;306407096039998;5652;5652;0x4000
0;3;306511155681999;1983;2352;0x4000
0;3;306572067467998;1391;1776;0x4000
0;3;306577571557999;1563;1955;0x4000
0;3;306584199679998;1864;2246;0x4000
0;3;306608019415998;14877;13418;0x4000
0;3;306618863715999;16383;376;0x4080
0;3;306654570815999;2237;2529;0x4000
0;3;306657187629998;8528;8112;0x4000
0;3;306673285759999;877;1281;0x4000
0;3;306685635111998;2281;2609;0x4000
0;3;306711030187999;2947;3229;0x4000
0;3;306732828879998;4448;4607;0x4000
0;3;306760779189998;3942;4112;0x4000
0;3;306796189199999;911;1278;0x4000
0;3;306867707159998;1782;2129;0x4000
0;3;306984701075998;408;848;0x4000
0;3;307030964973999;2369;2696;0x4000
0;3;307038610015998;598;1022;0x4000
0;3;307059569487999;1072;1481;0x4000
0;3;307190779147998;5578;5571;0x4000
0;3;307230339879999;16383;16383;0x4480
0;3;307244068839998;215;659;0x4000
0;3;307322178639999;786;1208;0x4000
0;3;307354372083998;4027;4204;0x4000
0;3;307436731157998;6431;6309;0x4000
0;3;307461956921998;16383;16383;0x4080
0;3;307464769349999;2082;2440;0x4000
0;3;307485316559998;368;813;0x4000
0;3;307519691931998;131;603;0x4000
0;3;307539605659999;4685;4803;0x4000
0;3;307560739499998;972;1388;0x4000
0;3;307601662285998;16383;16383;0x4480
0;3;307606183173999;5531;5545;0x4000
0;3;307632291419999;858;1255;0x4000
0;3;307694797447999;1135;1541;0x4000
0;3;307795761935998;14767;13309;0x4000
0;3;307932728547998;1632;2002;0x4000
0;3;307940174565998;7288;7081;0x4000
0;3;307948212717999;16383;16383;0x4480
0;3;308005798119998;4062;4245;0x4000
0;3;308068865105998;16383;16383;0x4480
0;3;308089007871999;1032;1422;0x4000
0;3;308154308767999;9710;9175;0x4000
0;3;308204667479998;543;973;0x4000
0;3;308256400041999;1505;1875;0x4000
